acousticness,danceability,energy,id,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
0.994,0.698,0.00225,55CNX1KWL8DdvlcXN9RAPV,0.967,0.103,-28.583,0.0535,115.945,0.193,classical
0.995,0.534,0.00232,3Cdzh4TSPbYfzkIIlp89Iy,0.958,0.129,-30.244,0.0751,116.027,0.348,classical
0.897,0.393,0.0968,5dy7RCfBLPnVviw7GIoBIA,0.00042,0.147,-23.366,0.0687,92.276,0.133,classical
0.993,0.477,0.00475,4NLyo0E26dLbPUnLMRRTH4,0.944,0.104,-32.113,0.0862,128.165,0.301,classical
0.983,0.168,0.109,3N6PyWLtQQBJVPJoiRE20V,0.943,0.13,-30.573,0.061,127.892,0.03,classical
0.957,0.359,0.226,5WgasDpzflUoWoMDCPFmt3,0.858,0.112,-13.712,0.0413,175.925,0.0862,classical
0.958,0.275,0.44,3eQGza4dd6tIJmEuQWKgzP,0.898,0.15,-10.155,0.0308,118.732,0.0382,classical
0.996,0.563,0.287,29vvE7r6038UGg9OCzLICT,0.872,0.0797,-14.668,0.0646,114.513,0.971,classical
0.905,0.205,0.275,6COxTc8zBYUtBaCwBwS19j,0.806,0.092,-15.787,0.0349,72.216,0.0931,classical
0.989,0.556,0.0435,3qWG49OE9jCFGf5rbNgoFN,0.927,0.142,-21.784,0.0459,91.923,0.376,classical
0.0101,0.575,0.587,6mDHeEVFP3U8Uhga4E9jZD,7.97e-05,0.142,-9.986,0.0272,132.085,0.659,classical
0.0161,0.789,0.322,2P4TbhT3Sem7Ap14NRpxcp,0.867,0.0701,-9.353,0.0885,82.046,0.325,classical
0.99,0.33,0.00512,6tM2SqWtrqinUgjKTxBcxs,0.91,0.094,-32.983,0.0533,69.922,0.385,classical
0.0134,0.574,0.797,6qKW3S8xK94Ns3GyMDgnuY,0.156,0.333,-9.526,0.0352,89.0,0.763,classical
0.993,0.52,0.335,5zVvbWpnoZ8WQkKwFFwQ95,0.929,0.133,-16.578,0.0472,92.49,0.304,classical
0.18,0.438,0.79,7CRYTb0KkDfOISU6Il7gqh,0.679,0.374,-4.273,0.053,130.003,0.537,classical
0.996,0.482,0.00288,73OUu4AlfMk86reUuhGmDG,0.972,0.106,-27.43,0.0603,116.528,0.328,classical
0.913,0.509,0.404,5CM4GVJbc0WiQKWFldxdEi,0.858,0.107,-26.533,0.0364,110.535,0.633,classical
0.987,0.149,0.0116,75NEgF1ysgtmu0jI9kcdKa,0.908,0.114,-29.41,0.0445,77.162,0.0607,classical
0.982,0.773,0.293,6RBKPw3LLAy0f1UShCPkPV,0.934,0.0895,-20.827,0.0923,137.95,0.937,classical
0.996,0.702,0.00458,555jiMZChNifCo2EgomW2e,0.936,0.102,-30.975,0.053,115.953,0.324,classical
0.0148,0.572,0.508,3kx8VxACLW37T4AHkAJp3t,0.363,0.13,-9.753,0.0293,126.914,0.469,classical
0.995,0.629,0.00229,6hXZhor6WqdrTl8Wxw6vhW,0.957,0.119,-29.294,0.117,64.69,0.234,classical
0.972,0.678,0.132,5Z5PE22lJah0fUxyHQypeM,0.929,0.0879,-16.585,0.0814,183.994,0.732,classical
0.833,0.207,0.00669,2UvN1aJq73GyzJhqlpKNZc,0.722,0.104,-27.564,0.0456,200.941,0.511,classical
0.919,0.215,0.0698,0bV7V2yr8lz2yvrXCpC17T,0.904,0.213,-25.237,0.0389,68.767,0.0366,classical
0.993,0.462,0.0047,11gyCJOxsewcID3duCtsow,0.962,0.111,-34.451,0.0654,69.272,0.28,classical
0.992,0.811,0.239,5V3BXT5sDcPjnE3SiYVf2s,0.97,0.118,-21.182,0.0959,116.026,0.977,classical
0.922,0.251,0.182,35sAT82Uvtp6I9j0QoakGR,0.166,0.486,-14.243,0.0367,98.708,0.125,classical
0.991,0.337,0.00285,18IkfF6rVppczM4Y12Y4dk,0.933,0.147,-34.154,0.053,139.927,0.3,classical
0.774,0.586,0.245,38yFvdO2zOpa5RoTdNyo3L,5.5e-05,0.107,-19.599,0.46,130.246,0.205,classical
0.951,0.746,0.248,33GJao8EAQGmgUS6ry2fp0,0.782,0.0868,-16.448,0.172,93.467,0.814,classical
0.649,0.257,0.48,5ZtuXbRxBnacvHKLDzrk5S,0.785,0.0964,-13.357,0.0317,94.931,0.418,classical
0.994,0.34,0.00964,1GIjYS6BL4QeVSySks8Cef,0.905,0.13,-32.672,0.071,70.76,0.239,classical
0.981,0.585,0.158,1Y1S6gAFM90XYtPGHltxaM,0.946,0.101,-18.38,0.127,204.176,0.912,classical
0.994,0.262,0.00404,6VVmwxYFiRvBQwpuh1CnBN,0.0035,0.203,-30.027,0.0458,142.598,0.037,classical
0.993,0.48,0.00574,3zpqOrrcHPRNHwXgsjc9nt,0.91,0.0622,-31.861,0.0817,130.133,0.259,classical
0.993,0.503,0.073,7BOX8Blag5glcBMeUk5bvK,0.867,0.106,-19.073,0.0427,77.315,0.171,classical
0.989,0.368,0.0463,5bGyGuKdxycD6k8mmmPivL,0.94,0.0949,-28.625,0.0372,123.176,0.193,classical
0.0219,0.243,0.359,58cZKffNeEu5CnjrxU32xy,0.897,0.079,-15.119,0.0341,130.04,0.04,classical
0.994,0.376,0.00215,3iA6t7eXKoospU10m9G4eS,0.905,0.0562,-34.103,0.0474,70.492,0.5,classical
0.986,0.265,0.00957,5gSnQpLXtS6YkdgpvZSt8T,0.93,0.114,-31.639,0.0534,70.593,0.172,classical
0.993,0.585,0.108,1SjgoXEqOFzoZzlFhGRpDL,0.954,0.116,-17.43,0.0534,78.992,0.471,classical
0.993,0.5,0.00574,6IojVVp44sXxfRykWGbK0N,0.91,0.0622,-31.861,0.0828,69.327,0.262,classical
0.905,0.205,0.275,7BQYuul3FkrkBhwG2hOhQR,0.806,0.092,-15.787,0.0349,72.216,0.0931,classical
0.995,0.627,0.237,5Ym8sfzeziAq6tD7O3o4g4,0.911,0.13,-17.59,0.0565,134.228,0.192,classical
0.995,0.781,0.00663,4G9yg72xqIWZKg9QULscDN,0.963,0.106,-27.723,0.0784,115.993,0.513,classical
0.0144,0.783,0.451,7BdomNnTZ37CMMEokSlSww,0.801,0.343,-9.514,0.197,162.019,0.253,classical
0.996,0.783,0.00916,361PN85wnASMFb6z2ysVWq,0.965,0.11,-29.6,0.0673,116.027,0.297,classical
0.996,0.803,0.0111,0jDALos1qTRMD1jaPflbBS,0.946,0.103,-30.794,0.0592,115.916,0.463,classical
0.995,0.612,0.00185,7vrmojylTnsnBmiV22ZwL5,0.95,0.0897,-31.273,0.104,115.997,0.255,classical
0.991,0.359,0.0523,7fRlEBYhwLCAMwXu5lkKkL,0.932,0.116,-26.902,0.051,137.254,0.129,classical
0.942,0.587,0.0399,7BNloaXOKhD6AqXYshAcb0,0.941,0.0964,-25.471,0.0295,79.278,0.0375,classical
0.991,0.454,0.106,57N8fVGcfWpcCjFmqAJ9Sp,0.943,0.126,-20.899,0.0476,71.624,0.24,classical
0.936,0.193,0.031,4OsXcnxuOguXgrsUpbh6Pl,4.86e-05,0.142,-26.922,0.0455,126.102,0.09,classical
0.0334,0.747,0.798,5ckT9CHuoHK2BX4aM2ym8O,0.575,0.0896,-7.035,0.0457,139.983,0.352,classical
0.993,0.462,0.0047,25yx2UE16OTnMIqojmEWCf,0.962,0.111,-34.451,0.0641,67.469,0.285,classical
0.896,0.341,0.0217,1jNJOTQ467Vd0kmIkoemdv,0.0354,0.099,-26.955,0.0484,112.816,0.0398,classical
0.885,0.063,0.0798,1XRGXSWEfNJyj8ly4rJcJE,0.777,0.101,-32.182,0.0437,65.838,0.0415,classical
0.99,0.599,0.169,1L0Vu6hBRcJUiXJwCpyYpm,0.919,0.0856,-18.602,0.0615,153.019,0.597,classical
0.0519,0.701,0.797,2DpJnDHcZKz3gCL1UaX8Bd,0.791,0.33,-7.412,0.0472,141.985,0.888,classical
0.995,0.43,0.0738,2Gd8fQHEiZo0VkTbLOQ3Bf,0.968,0.11,-21.938,0.0737,122.766,0.404,classical
0.785,0.449,0.201,61fsijqiPXynm6sfzwl3H2,0.878,0.103,-20.033,0.0386,110.531,0.28,classical
0.994,0.374,0.00743,3F7WbZga9ceRNWvmhgS3rH,0.948,0.0887,-32.487,0.0634,105.801,0.255,classical
0.964,0.327,0.0402,1T1IvbcSSzXC9GVCHYc0s3,0.936,0.0872,-25.308,0.0285,56.393,0.0399,classical
0.784,0.394,0.248,5tvTlKysg2flSgvTCs2aWz,0.000125,0.287,-21.737,0.255,81.425,0.21,classical
0.969,0.756,0.138,5SYw0P1Lr9W2afMGW4DtwK,0.921,0.105,-17.043,0.113,154.016,0.969,classical
0.941,0.174,0.245,116YnvxUCHtg8OYugGIIc7,0.918,0.0614,-24.102,0.0416,121.676,0.0415,classical
0.941,0.174,0.245,116YnvxUCHtg8OYugGIIc7,0.918,0.0614,-24.102,0.0416,121.676,0.0415,classical
0.994,0.839,0.00568,3UTBnc9nDti9Vb6CMzPaQU,0.921,0.112,-29.921,0.0749,115.982,0.222,classical
0.994,0.839,0.00568,3UTBnc9nDti9Vb6CMzPaQU,0.921,0.112,-29.921,0.0749,115.982,0.222,classical
0.418,0.0769,0.232,6jHV9KakH9SJB5hO6RherY,0.745,0.181,-16.977,0.0441,177.674,0.0703,classical
0.418,0.0769,0.232,6jHV9KakH9SJB5hO6RherY,0.745,0.181,-16.977,0.0441,177.674,0.0703,classical
0.00873,0.633,0.742,5gGsFkiKi8YhXhHDB7Onuo,0.702,0.27,-9.991,0.0389,120.058,0.692,classical
0.00873,0.633,0.742,5gGsFkiKi8YhXhHDB7Onuo,0.702,0.27,-9.991,0.0389,120.058,0.692,classical
0.984,0.657,0.373,2Zlsy923TwGxP1GuesXQti,0.95,0.0944,-18.873,0.185,214.069,0.96,classical
0.973,0.266,0.0683,7lMZMxFB1L8hLVLCqjQtNt,0.286,0.0497,-19.815,0.0486,133.698,0.0388,classical
0.98,0.356,0.075,53qhS14ywKILfvY9NaOHAR,0.958,0.106,-32.782,0.0343,103.57,0.228,classical
0.98,0.356,0.075,53qhS14ywKILfvY9NaOHAR,0.958,0.106,-32.782,0.0343,103.57,0.228,classical
0.994,0.551,0.0115,6tXqyBBRjrPpmVfDdZpDeH,0.946,0.101,-26.736,0.0839,58.341,0.16,classical
0.994,0.551,0.0115,6tXqyBBRjrPpmVfDdZpDeH,0.946,0.101,-26.736,0.0839,58.341,0.16,classical
0.993,0.29,0.00723,4zTBoPvWpeMpOQIQe98H0X,0.904,0.113,-32.678,0.0515,69.493,0.298,classical
0.993,0.29,0.00723,4zTBoPvWpeMpOQIQe98H0X,0.904,0.113,-32.678,0.0515,69.493,0.298,classical
0.995,0.443,0.00106,7q1DZIXnKwoIdJMB2keYGd,0.945,0.115,-28.836,0.0777,62.6,0.373,classical
0.995,0.443,0.00106,7q1DZIXnKwoIdJMB2keYGd,0.945,0.115,-28.836,0.0777,62.6,0.373,classical
0.0907,0.768,0.287,0LWRE74gF3LvoRLqE2QRKM,0.949,0.0559,-11.777,0.0779,130.009,0.272,classical
0.985,0.361,0.0385,7ueYdmcYuklu3o0s6FeVY0,0.948,0.129,-26.814,0.0466,138.771,0.106,classical
0.349,0.162,0.785,6YzvuADIzPpbMwbpyLxaXI,0.869,0.111,-10.834,0.0925,174.477,0.148,classical
0.78,0.194,0.166,6OJOLM0980hdPddwH7IBg2,0.84,0.0894,-17.063,0.0493,74.838,0.0266,classical
0.994,0.333,0.0199,1Kl3r3xk5iH9KnZzoWIDrX,0.936,0.0964,-28.802,0.0683,67.718,0.0947,classical
0.0605,0.573,0.619,0yukaXhpxjoQmzH1uXVRpt,0.00799,0.0746,-9.771,0.0513,180.045,0.613,classical
0.778,0.331,0.0297,4bz1km7mcMYmUAAxnlVMzN,0.0,0.411,-23.983,0.045,122.699,0.0428,classical
0.991,0.389,0.042,0ie03jtT7oPKW9vk3TZZIC,0.945,0.159,-32.415,0.0528,106.824,0.243,classical
0.00723,0.807,0.998,1Bs8XNNo4LhpVCltInnadW,0.909,0.11,-4.352,0.066,140.026,0.74,classical
0.993,0.34,0.038,4am3Zr1hlKLP0b1zob3TH7,0.891,0.105,-38.852,0.101,97.077,0.363,classical
0.899,0.2,0.255,0s5kaWa4mpQdHoJNqAdX7C,0.211,0.52,-22.777,0.0377,65.531,0.0996,classical
0.994,0.302,0.00196,6A2aKzGRyGv3pTf6w626I2,0.948,0.103,-37.391,0.0602,68.946,0.215,classical
0.994,0.429,0.00376,2OBjU16rFQ3ssPXKNXYwXr,0.957,0.114,-29.034,0.0683,70.099,0.471,classical
0.973,0.254,0.0694,15jVnkfJsdSqdOjdRsSZby,0.931,0.113,-16.117,0.0389,72.647,0.0754,classical
0.567,0.324,0.119,64NIgZGuoSwivdXp16K6OD,0.698,0.113,-16.094,0.0295,143.823,0.0393,classical
0.961,0.328,0.0716,0GyE2V1p9jtLiBfzCCvDdi,0.915,0.108,-13.421,0.0644,63.143,0.0654,classical
0.828,0.293,0.334,64DEPT6hHatSfEIm8hHV7V,0.746,0.103,-10.529,0.0387,98.915,0.0714,classical
0.995,0.259,0.00633,1LEOUFHpYL68T1metVNvAf,0.951,0.0946,-33.865,0.0535,82.546,0.165,classical
0.905,0.321,0.263,1FtlAp8oZWoPdeNF0buRdf,0.815,0.0905,-17.796,0.0455,134.154,0.0342,classical
0.976,0.505,0.335,7wsHAoAzEZ6kaNzIdphv6v,0.782,0.101,-21.399,0.0464,114.68,0.597,classical
0.346,0.556,0.394,2SB3GMTrK9pZsdi3hPyA72,2.4e-06,0.338,-12.599,0.031,100.095,0.195,classical
0.992,0.352,0.0271,5rTzNNtZvhu5xStjWLKqNb,0.938,0.128,-27.772,0.0507,65.672,0.071,classical
0.0194,0.417,0.689,3cHItb1GlntLuTD1ZAtnIR,0.195,0.0814,-9.677,0.0541,112.468,0.484,classical
0.988,0.652,0.0654,4fYhwwwtOtD9rk9dxj2lC7,0.667,0.173,-20.939,0.0467,119.996,0.291,classical
0.987,0.376,0.0425,69RTlNn3j2MFkLlPwe6vnd,0.982,0.202,-24.365,0.0451,76.559,0.227,classical
0.212,0.348,0.241,0L30lcDR8AjDuKugOQb3Q6,3.61e-06,0.22,-20.456,0.321,144.055,0.112,classical
0.964,0.0649,0.065,1PJJtOIUVTUGKJ31Ik7nLR,0.888,0.0746,-20.4,0.0524,69.385,0.0317,classical
0.995,0.509,0.00436,5qsr42wHh9rAOafKf9SPrZ,0.944,0.11,-29.871,0.0784,133.55,0.446,classical
0.978,0.437,0.133,4UbdDvZgEkNpPRDkXoNRCv,0.92,0.119,-20.449,0.0335,103.997,0.165,classical
0.995,0.767,0.00453,1n2r6x4BDkdItjm64wts66,0.938,0.0991,-28.863,0.0568,115.989,0.296,classical
0.149,0.804,0.676,3NZmXH2UDjk4u3eoX3UrcY,2.47e-06,0.212,-12.383,0.304,97.834,0.376,classical
0.974,0.422,0.112,4lXvqQMCg2TsdVYmlZzrpW,0.963,0.429,-22.909,0.0292,78.977,0.347,classical
0.993,0.338,0.00511,2Hh19VJMjmZEAsvaYnMqaC,0.845,0.136,-39.835,0.0471,87.385,0.532,classical
0.000994,0.694,0.564,3saiqMgaFGQ1lCej5vEBVU,0.736,0.101,-12.109,0.0478,165.831,0.662,classical
0.996,0.655,0.00742,0atGLFkS2TWuato3tLGkoF,0.947,0.138,-28.125,0.0747,76.827,0.303,classical
0.995,0.619,0.0027,3agly2st1CF9xWg9uITEcu,0.966,0.116,-28.302,0.116,65.738,0.617,classical
0.993,0.678,0.0595,44aCWRcTmsY1egyftAiEjk,0.567,0.112,-22.463,0.0447,119.968,0.25,classical
0.995,0.389,0.00557,4BUk3krMTmWIEuMGqZmE3X,0.893,0.0862,-34.5,0.0671,126.03,0.143,classical
0.992,0.337,0.00866,0dasaUQ7kJ2AyjMznFtq8v,0.935,0.0981,-29.91,0.046,103.928,0.126,classical
0.996,0.662,0.0179,1JUGvA8Aaj6HQ31MjAkpOX,0.901,0.134,-26.211,0.0419,62.892,0.41,classical
0.994,0.435,0.00585,2kqIuoYVKhLl7468zA3wxQ,0.872,0.124,-31.505,0.0667,70.99,0.192,classical
0.308,0.734,0.652,0RLSDyBO5ZR0AL0a9teYr2,0.85,0.105,-6.134,0.0408,121.023,0.088,classical
0.00695,0.308,0.804,3eExbGqXpZciGwWgoAaI7z,0.353,0.265,-6.443,0.0372,138.216,0.505,classical
0.972,0.42,0.341,0rt69uebk5r1JVnBUXRs7s,0.876,0.116,-12.076,0.0365,123.733,0.213,classical
0.38,0.59,0.797,1EuILh0wAX7JXPeza9zDGW,0.789,0.146,-5.14,0.263,148.473,0.645,classical
0.893,0.301,0.337,7sEsv08oG0VYthszFUxaee,0.853,0.212,-13.865,0.0309,134.98,0.102,classical
0.993,0.462,0.0047,0v4CUuTAqDqN1EsHeEDjIl,0.962,0.111,-34.451,0.0654,69.272,0.28,classical
0.993,0.617,0.149,6qBiAX6tbdFBz7t7qrKA2E,0.915,0.121,-13.368,0.0672,73.205,0.253,classical
0.974,0.18,0.114,3Fs2y3Uv6hF2oTsfbMxmDU,0.646,0.623,-26.452,0.0377,136.028,0.0381,classical
0.98,0.416,0.148,20kCBv9X4xUQ3pErhS4YtE,0.618,0.28,-14.821,0.0435,113.318,0.107,classical
0.948,0.628,0.00495,3XeUvdHEr7hgYDu2X0cSxb,0.932,0.11,-32.384,0.0841,63.955,0.21,classical
0.947,0.564,0.00935,0alrnFkz1anq0yVxdN25mA,0.63,0.106,-34.36,0.113,80.66,0.0903,classical
0.992,0.295,0.207,11S2jntq6OtrGQd2Vvqlcs,0.931,0.164,-18.213,0.0358,98.39,0.112,classical
0.815,0.495,0.261,2v9lJe4B2VXI4JpITQoIbW,0.0,0.0824,-20.386,0.354,83.408,0.321,classical
0.964,0.647,0.0578,6x48rTrHfvDBSDVCvLYPgU,0.835,0.0659,-25.971,0.178,76.785,0.209,classical
0.916,0.481,0.193,0hBEjQXVlZBCZ0psTTabx4,0.959,0.114,-15.427,0.0377,158.009,0.398,classical
0.995,0.721,0.0257,5E1g7CS1qDWhdMHIvIxkLb,0.955,0.108,-28.739,0.07,115.973,0.372,classical
0.994,0.348,0.0333,2EWLyy6TJ9ZVNPmzl9wtvE,0.909,0.11,-28.292,0.0572,147.888,0.0546,classical
0.062,0.756,0.729,1QPCyyFw58HQJEcvGQDnRy,0.00074,0.484,-3.319,0.286,149.895,0.666,classical
0.986,0.493,0.151,1o63UZyU4fxM2Q3XlpFlqS,0.933,0.123,-13.906,0.0511,69.624,0.119,classical
0.0137,0.631,0.459,4x5Meh0mWPyVXqldv8RFXK,0.542,0.0702,-9.501,0.0359,140.016,0.115,classical
0.995,0.4,0.033,2B76QRiO00R948lDQCSKAS,0.905,0.102,-30.115,0.0443,114.074,0.157,classical
0.986,0.537,0.0103,3qM9k5FOIJbNY3xFjfuaKv,0.968,0.0944,-31.119,0.0559,69.956,0.122,classical
0.977,0.285,0.122,3l0whrT9aYzHKNvhd8XMVg,0.91,0.0924,-20.808,0.031,98.434,0.132,classical
0.877,0.096,0.0853,7a2a7bdYRUYq8F5KDAdsCl,0.823,0.106,-18.991,0.047,89.497,0.0306,classical
0.991,0.449,0.151,5Jk7TNm7gtYxTXVOdrojqR,0.904,0.121,-14.607,0.0386,62.861,0.12,classical
0.994,0.364,0.0162,1bD422WffCZE5eRrccNAIv,0.911,0.079,-29.886,0.0545,129.559,0.228,classical
0.985,0.383,0.0385,3qH6xiJyVomthACQQXhRv9,0.948,0.129,-26.814,0.0461,139.782,0.107,classical
0.00618,0.766,0.762,5kM4aiqdmzzWZJMYWdpmOT,0.391,0.187,-8.205,0.0428,140.03,0.356,classical
0.99,0.284,0.00538,3e29O97EvDfe6wnLQaCJkS,0.935,0.114,-32.731,0.0644,210.071,0.282,classical
0.975,0.206,0.206,0Qz0UuAzOc6A25LsjcSIoJ,0.00125,0.11,-13.034,0.0347,80.952,0.0395,classical
0.983,0.102,0.0067,07XArVm5wJLYCDlMkarAEp,0.908,0.0848,-30.568,0.0399,54.818,0.039,classical
0.99,0.304,0.00936,3iFBobiEgkzzaSsCMQgbUX,0.907,0.0681,-31.343,0.0447,135.728,0.0495,classical
0.767,0.51,0.18,1Y0ogbkHFw27q5Xd64hf8e,0.0,0.137,-20.548,0.175,128.278,0.169,classical
0.981,0.473,0.0457,5Hp4KAshHrFs9bNmL20ZI3,0.933,0.105,-20.132,0.0323,64.67,0.125,classical
0.967,0.499,0.0255,0AmIqMvKALvlt6X50kORhV,0.969,0.0799,-16.331,0.0364,110.069,0.168,classical
0.967,0.499,0.0255,0AmIqMvKALvlt6X50kORhV,0.969,0.0799,-16.331,0.0364,110.069,0.168,classical
0.948,0.19,0.0329,5GTqSj59e4927843NBjovf,0.95,0.575,-32.736,0.0404,53.968,0.039,classical
0.986,0.365,0.126,4q3p8eYWIEosAud8GukXLi,0.865,0.112,-14.333,0.0411,83.814,0.185,classical
0.744,0.202,0.0962,3erMXQIPX4ffOZX05xiT8W,0.901,0.176,-14.662,0.0337,76.757,0.161,classical
0.744,0.202,0.0962,3erMXQIPX4ffOZX05xiT8W,0.901,0.176,-14.662,0.0337,76.757,0.161,classical
0.0661,0.747,0.432,6mhSkC2dKWVBtaKzchtmrQ,0.0,0.0372,-3.762,0.385,129.923,0.148,classical
0.994,0.246,0.108,0UWxpHKqKrxmCBPhie4kf6,0.892,0.102,-24.95,0.0456,72.261,0.0393,classical
0.994,0.246,0.108,0UWxpHKqKrxmCBPhie4kf6,0.892,0.102,-24.95,0.0456,72.261,0.0393,classical
0.649,0.257,0.48,3bw7SZ0zZ00I3r48KAfjXz,0.785,0.0964,-13.357,0.0317,94.931,0.418,classical
0.649,0.257,0.48,3bw7SZ0zZ00I3r48KAfjXz,0.785,0.0964,-13.357,0.0317,94.931,0.418,classical
0.995,0.4,0.00109,0amKiXXOBJ1h1FVPlhwu0l,0.941,0.0692,-36.77,0.0912,133.987,0.521,classical
0.93,0.424,0.0816,3nwTuZh35jgxINBky5fJCt,2.86e-05,0.383,-25.025,0.101,84.229,0.299,classical
0.93,0.424,0.0816,3nwTuZh35jgxINBky5fJCt,2.86e-05,0.383,-25.025,0.101,84.229,0.299,classical
0.945,0.178,0.202,1yw67qP24xgRzc6jwNyRBC,0.92,0.243,-23.114,0.0465,134.506,0.0672,classical
0.945,0.178,0.202,1yw67qP24xgRzc6jwNyRBC,0.92,0.243,-23.114,0.0465,134.506,0.0672,classical
0.724,0.249,0.471,4ih6HJhYPpQDluRR5va7S4,0.926,0.122,-12.328,0.0526,174.862,0.0781,classical
0.981,0.473,0.0457,3pbgEjxXc9xBusUbtfP72z,0.933,0.105,-20.132,0.0323,64.67,0.125,classical
0.981,0.473,0.0457,3pbgEjxXc9xBusUbtfP72z,0.933,0.105,-20.132,0.0323,64.67,0.125,classical
0.994,0.35,0.0162,448yIrooIhpvZkfSyRSdJO,0.911,0.079,-29.886,0.0503,102.101,0.216,classical
0.994,0.35,0.0162,448yIrooIhpvZkfSyRSdJO,0.911,0.079,-29.886,0.0503,102.101,0.216,classical
0.984,0.454,0.0811,3n5OePkCUQzw7HXajZ8pl3,0.924,0.126,-18.671,0.045,64.348,0.0652,classical
0.887,0.57,0.738,5wXM00rKX9Wyo3XQZycrPN,0.821,0.102,-10.691,0.0346,89.99,0.418,classical
0.99,0.202,0.00773,6ZiJTys5jDwQcUWnT6xyPU,0.965,0.104,-31.167,0.0433,66.069,0.11,classical
0.99,0.202,0.00773,6ZiJTys5jDwQcUWnT6xyPU,0.965,0.104,-31.167,0.0433,66.069,0.11,classical
0.275,0.702,0.728,37vvd0xCwTB0c3A9eWLEkk,0.000972,0.136,-6.061,0.19,149.002,0.478,classical
0.275,0.702,0.728,37vvd0xCwTB0c3A9eWLEkk,0.000972,0.136,-6.061,0.19,149.002,0.478,classical
0.731,0.164,0.189,4P8KTbKe8CCn7kO6AwI0i2,0.917,0.0961,-17.751,0.0367,109.822,0.0357,classical
0.96,0.256,0.283,2iHN1ehnDqGmu0LbzSEvbR,0.884,0.121,-19.394,0.035,100.739,0.431,classical
0.89,0.679,0.00618,11pgHXC4eVtn95su2UsHpV,0.915,0.111,-24.114,0.141,120.232,0.0589,classical
0.897,0.205,0.0361,3pENlNijzI90uNNCP4N42n,0.935,0.0826,-34.241,0.0409,73.241,0.122,classical
0.932,0.778,0.0534,0tnTeRgMYOSgXweThXIJhK,0.927,0.107,-11.239,0.282,83.014,0.54,classical
0.985,0.378,0.192,3PfMsNOd5CAP3GW9j1hZuJ,0.875,0.102,-17.205,0.0399,74.454,0.14,classical
0.832,0.525,0.151,7tvjBweRKH0ENqVqzcMisS,8.16e-05,0.174,-22.202,0.169,92.233,0.402,classical
0.232,0.36,0.703,2j8dW4CEZWuqF04IPkPhl5,0.946,0.358,-11.341,0.0337,97.752,0.65,classical
0.994,0.354,0.0333,2LZfwBBGYozDC7cO7UM9IN,0.909,0.11,-28.292,0.0571,145.538,0.0541,classical
0.925,0.298,0.0779,2YOw8Cx1VCFBYmS13fXndY,0.649,0.102,-19.387,0.0385,73.023,0.186,classical
0.941,0.375,0.349,2FtP5kIdxB9OpfTUh5GWM9,0.927,0.145,-16.638,0.053,92.127,0.079,classical
0.995,0.456,0.00309,6XLM60WwJYTeCas9LkEbYZ,0.959,0.105,-28.737,0.0616,76.244,0.17,classical
0.746,0.175,0.0185,3Ek86SljB2PJglTkXRLrKq,0.977,0.0903,-48.057,0.0444,160.025,0.742,classical
0.89,0.576,0.111,2R1jEaTEJ8AWsIKFPy6nKs,0.0,0.341,-22.864,0.312,82.904,0.396,classical
0.946,0.0975,0.152,3V1fGuVB0migqedBePNIbJ,0.953,0.376,-19.765,0.0386,80.413,0.0346,classical
0.995,0.391,0.00901,2OXgz6cOc2d2qirNWuljT5,0.925,0.0688,-31.386,0.063,87.897,0.31,classical
0.995,0.742,0.00343,0zqfQo0CLJwycHfd6YIj60,0.915,0.116,-30.056,0.0617,57.955,0.107,classical
0.12,0.733,0.539,3K6D090BhOuJGtq0UoSjzN,0.766,0.103,-2.223,0.0526,163.614,0.626,classical
0.992,0.32,0.00897,6JGeswAMcuOSNCqrJvSA2c,0.919,0.146,-32.458,0.0551,64.053,0.192,classical
0.986,0.563,0.0914,1SnqJfYlKpNhx6w5QcJNsZ,0.923,0.116,-19.515,0.0373,119.995,0.266,classical
0.869,0.305,0.0038,33lKiSmOCpSELgrAGDjjNm,0.973,0.0887,-50.269,0.0523,88.007,0.38,classical
0.959,0.256,0.0243,6sQi2qgVH9L3v2Jx6bY7dF,0.933,0.108,-24.26,0.0345,145.875,0.0419,classical
0.508,0.133,0.209,5N52BxY5m0g9wHJKK6Wzp8,0.725,0.109,-21.802,0.0384,99.972,0.194,classical
0.981,0.676,0.258,4bSjXnLNlpXMRckU3WjUVd,0.873,0.114,-14.879,0.0601,103.767,0.334,classical
0.994,0.325,0.0616,0hariRL7dfIr0AfRn6CvZI,0.888,0.115,-31.168,0.0354,130.858,0.255,classical
0.0236,0.45,0.914,2NBT2q7KPHTWMWKaA8ah7h,0.178,0.0813,-5.322,0.0448,139.753,0.53,classical
0.951,0.222,0.155,50MEhEYL1uOTfSb3qYll2L,0.819,0.637,-21.275,0.0393,113.908,0.0508,classical
0.994,0.373,0.00373,03UjV8hC6Hu8nYITqlXCBC,0.925,0.109,-32.769,0.0594,127.598,0.256,classical
0.981,0.445,0.0793,5VSla3hSEcTuxGELMCb4Sz,0.918,0.121,-20.946,0.0437,122.748,0.124,classical
0.00637,0.741,0.703,4FvgUqtc4ezDvnRJNKRlah,0.939,0.071,-9.95,0.0644,90.008,0.748,classical
0.992,0.412,0.00265,3ulKBATupXP4Ffo9G8V1VT,0.956,0.102,-34.987,0.0745,84.943,0.437,classical
